Filename, Number of Infected, Total Number, Infection Percentage
Verilog3/Infected/Inf_gate_level_216_in2_out16_gates53.v, 3, 55, 0.05454545454545454
Verilog3/Infected/Inf_gate_level_1198_in32_out8_gates51.v, 2, 52, 0.038461538461538464
Verilog3/Infected/Inf_gate_level_151_in2_out8_gates36.v, 2, 37, 0.05405405405405406
Verilog3/Infected/Inf_gate_level_103_in2_out4_gates44.v, 4, 46, 0.08695652173913043
Verilog3/Infected/Inf_gate_level_981_in16_out16_gates44.v, 3, 46, 0.06521739130434782
Verilog3/Infected/Inf_gate_level_546_in8_out2_gates31.v, 2, 32, 0.0625
Verilog3/Infected/Inf_gate_level_1269_in32_out32_gates42.v, 3, 44, 0.06818181818181818
Verilog3/Infected/Inf_gate_level_1474_in64_out16_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_1257_in32_out16_gates62.v, 2, 63, 0.031746031746031744
Verilog3/Infected/Inf_gate_level_978_in16_out16_gates41.v, 2, 42, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_1087_in32_out2_gates56.v, 2, 57, 0.03508771929824561
Verilog3/Infected/Inf_gate_level_40_in2_out2_gates41.v, 5, 44, 0.11363636363636363
Verilog3/Infected/Inf_gate_level_1166_in32_out8_gates19.v, 2, 20, 0.1
Verilog3/Infected/Inf_gate_level_1197_in32_out8_gates50.v, 3, 52, 0.057692307692307696
Verilog3/Infected/Inf_gate_level_1080_in32_out2_gates49.v, 3, 51, 0.058823529411764705
Verilog3/Infected/Inf_gate_level_325_in4_out4_gates8.v, 3, 10, 0.3
Verilog3/Infected/Inf_gate_level_1229_in32_out16_gates34.v, 2, 35, 0.05714285714285714
Verilog3/Infected/Inf_gate_level_1138_in32_out4_gates47.v, 2, 48, 0.041666666666666664
Verilog3/Infected/Inf_gate_level_1361_in64_out4_gates12.v, 3, 14, 0.21428571428571427
Verilog3/Infected/Inf_gate_level_1026_in16_out32_gates57.v, 3, 59, 0.05084745762711865
Verilog3/Infected/Inf_gate_level_563_in8_out2_gates48.v, 2, 49, 0.04081632653061224
Verilog3/Infected/Inf_gate_level_207_in2_out16_gates44.v, 2, 45, 0.044444444444444446
Verilog3/Infected/Inf_gate_level_799_in16_out2_gates26.v, 3, 28, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_1206_in32_out8_gates59.v, 2, 60, 0.03333333333333333
Verilog3/Infected/Inf_gate_level_348_in4_out4_gates31.v, 3, 33, 0.09090909090909091
Verilog3/Infected/Inf_gate_level_907_in16_out8_gates18.v, 3, 20, 0.15
Verilog3/Infected/Inf_gate_level_1037_in32_out2_gates6.v, 2, 7, 0.2857142857142857
Verilog3/Infected/Inf_gate_level_910_in16_out8_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_296_in4_out2_gates39.v, 3, 41, 0.07317073170731707
Verilog3/Infected/Inf_gate_level_1182_in32_out8_gates35.v, 2, 36, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_80_in2_out4_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_1074_in32_out2_gates43.v, 2, 44, 0.045454545454545456
Verilog3/Infected/Inf_gate_level_801_in16_out2_gates28.v, 3, 30, 0.1
Verilog3/Infected/Inf_gate_level_1221_in32_out16_gates26.v, 3, 28, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_312_in4_out2_gates55.v, 2, 56, 0.03571428571428571
Verilog3/Infected/Inf_gate_level_1476_in64_out16_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_347_in4_out4_gates30.v, 2, 31, 0.06451612903225806
Verilog3/Infected/Inf_gate_level_663_in8_out8_gates32.v, 3, 34, 0.08823529411764706
Verilog3/Infected/Inf_gate_level_453_in4_out16_gates32.v, 3, 34, 0.08823529411764706
Verilog3/Infected/Inf_gate_level_955_in16_out16_gates18.v, 3, 20, 0.15
Verilog3/Infected/Inf_gate_level_1326_in64_out2_gates37.v, 3, 39, 0.07692307692307693
Verilog3/Infected/Inf_gate_level_596_in8_out4_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_1434_in64_out8_gates29.v, 2, 30, 0.06666666666666667
Verilog3/Infected/Inf_gate_level_1460_in64_out8_gates55.v, 3, 57, 0.05263157894736842
Verilog3/Infected/Inf_gate_level_743_in8_out32_gates32.v, 2, 33, 0.06060606060606061
Verilog3/Infected/Inf_gate_level_70_in2_out4_gates11.v, 3, 13, 0.23076923076923078
Verilog3/Infected/Inf_gate_level_932_in16_out8_gates43.v, 2, 44, 0.045454545454545456
Verilog3/Infected/Inf_gate_level_250_in2_out32_gates55.v, 2, 56, 0.03571428571428571
Verilog3/Infected/Inf_gate_level_830_in16_out2_gates57.v, 3, 59, 0.05084745762711865
Verilog3/Infected/Inf_gate_level_931_in16_out8_gates42.v, 3, 44, 0.06818181818181818
Verilog3/Infected/Inf_gate_level_1451_in64_out8_gates46.v, 3, 48, 0.0625
Verilog3/Infected/Inf_gate_level_438_in4_out16_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_959_in16_out16_gates22.v, 2, 23, 0.08695652173913043
Verilog3/Infected/Inf_gate_level_387_in4_out8_gates14.v, 3, 16, 0.1875
Verilog3/Infected/Inf_gate_level_1242_in32_out16_gates47.v, 3, 49, 0.061224489795918366
Verilog3/Infected/Inf_gate_level_446_in4_out16_gates25.v, 2, 26, 0.07692307692307693
Verilog3/Infected/Inf_gate_level_800_in16_out2_gates27.v, 3, 29, 0.10344827586206896
Verilog3/Infected/Inf_gate_level_1486_in64_out16_gates33.v, 2, 34, 0.058823529411764705
Verilog3/Infected/Inf_gate_level_143_in2_out8_gates28.v, 2, 29, 0.06896551724137931
Verilog3/Infected/Inf_gate_level_454_in4_out16_gates33.v, 2, 34, 0.058823529411764705
Verilog3/Infected/Inf_gate_level_1105_in32_out4_gates14.v, 3, 16, 0.1875
Verilog3/Infected/Inf_gate_level_633_in8_out4_gates58.v, 3, 60, 0.05
Verilog3/Infected/Inf_gate_level_607_in8_out4_gates32.v, 2, 33, 0.06060606060606061
Verilog3/Infected/Inf_gate_level_1293_in64_out2_gates4.v, 3, 6, 0.5
Verilog3/Infected/Inf_gate_level_52_in2_out2_gates53.v, 2, 54, 0.037037037037037035
Verilog3/Infected/Inf_gate_level_720_in8_out16_gates41.v, 2, 42, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_1251_in32_out16_gates56.v, 3, 58, 0.05172413793103448
Verilog3/Infected/Inf_gate_level_911_in16_out8_gates22.v, 6, 26, 0.23076923076923078
Verilog3/Infected/Inf_gate_level_963_in16_out16_gates26.v, 3, 28, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_109_in2_out4_gates50.v, 2, 51, 0.0392156862745098
Verilog3/Infected/Inf_gate_level_1268_in32_out32_gates41.v, 3, 43, 0.06976744186046512
Verilog3/Infected/Inf_gate_level_1483_in64_out16_gates30.v, 2, 31, 0.06451612903225806
Verilog3/Infected/Inf_gate_level_855_in16_out4_gates22.v, 3, 24, 0.125
Verilog3/Infected/Inf_gate_level_1478_in64_out16_gates25.v, 2, 26, 0.07692307692307693
Verilog3/Infected/Inf_gate_level_64_in2_out4_gates5.v, 3, 7, 0.42857142857142855
Verilog3/Infected/Inf_gate_level_1398_in64_out4_gates49.v, 7, 53, 0.1320754716981132
Verilog3/Infected/Inf_gate_level_641_in8_out8_gates10.v, 3, 12, 0.25
Verilog3/Infected/Inf_gate_level_1204_in32_out8_gates57.v, 3, 59, 0.05084745762711865
Verilog3/Infected/Inf_gate_level_860_in16_out4_gates27.v, 3, 29, 0.10344827586206896
Verilog3/Infected/Inf_gate_level_587_in8_out4_gates12.v, 2, 13, 0.15384615384615385
Verilog3/Infected/Inf_gate_level_644_in8_out8_gates13.v, 3, 15, 0.2
Verilog3/Infected/Inf_gate_level_10_in2_out2_gates11.v, 3, 13, 0.23076923076923078
Verilog3/Infected/Inf_gate_level_1493_in64_out16_gates40.v, 2, 41, 0.04878048780487805
Verilog3/Infected/Inf_gate_level_449_in4_out16_gates28.v, 2, 29, 0.06896551724137931
Verilog3/Infected/Inf_gate_level_271_in4_out2_gates14.v, 3, 16, 0.1875
Verilog3/Infected/Inf_gate_level_442_in4_out16_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_1116_in32_out4_gates25.v, 3, 27, 0.1111111111111111
Verilog3/Infected/Inf_gate_level_1014_in16_out32_gates45.v, 2, 46, 0.043478260869565216
Verilog3/Infected/Inf_gate_level_382_in4_out8_gates9.v, 3, 11, 0.2727272727272727
Verilog3/Infected/Inf_gate_level_1360_in64_out4_gates11.v, 3, 13, 0.23076923076923078
Verilog3/Infected/Inf_gate_level_1546_in64_out32_gates61.v, 6, 65, 0.09230769230769231
Verilog3/Infected/Inf_gate_level_399_in4_out8_gates26.v, 2, 27, 0.07407407407407407
Verilog3/Infected/Inf_gate_level_1414_in64_out8_gates9.v, 3, 11, 0.2727272727272727
Verilog3/Infected/Inf_gate_level_666_in8_out8_gates35.v, 2, 36, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_359_in4_out4_gates42.v, 3, 44, 0.06818181818181818
Verilog3/Infected/Inf_gate_level_1223_in32_out16_gates28.v, 3, 30, 0.1
Verilog3/Infected/Inf_gate_level_1306_in64_out2_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_232_in2_out32_gates37.v, 3, 39, 0.07692307692307693
Verilog3/Infected/Inf_gate_level_822_in16_out2_gates49.v, 3, 51, 0.058823529411764705
Verilog3/Infected/Inf_gate_level_1151_in32_out4_gates60.v, 2, 61, 0.03278688524590164
Verilog3/Infected/Inf_gate_level_1530_in64_out32_gates45.v, 3, 47, 0.06382978723404255
Verilog3/Infected/Inf_gate_level_617_in8_out4_gates42.v, 2, 43, 0.046511627906976744
Verilog3/Infected/Inf_gate_level_1186_in32_out8_gates39.v, 3, 41, 0.07317073170731707
Verilog3/Infected/Inf_gate_level_733_in8_out16_gates54.v, 3, 56, 0.05357142857142857
Verilog3/Infected/Inf_gate_level_1096_in32_out4_gates5.v, 3, 7, 0.42857142857142855
Verilog3/Infected/Inf_gate_level_755_in8_out32_gates44.v, 3, 46, 0.06521739130434782
Verilog3/Infected/Inf_gate_level_376_in4_out4_gates59.v, 3, 61, 0.04918032786885246
Verilog3/Infected/Inf_gate_level_942_in16_out8_gates53.v, 2, 54, 0.037037037037037035
Verilog3/Infected/Inf_gate_level_1059_in32_out2_gates28.v, 2, 29, 0.06896551724137931
Verilog3/Infected/Inf_gate_level_773_in8_out32_gates62.v, 2, 63, 0.031746031746031744
Verilog3/Infected/Inf_gate_level_927_in16_out8_gates38.v, 2, 39, 0.05128205128205128
Verilog3/Infected/Inf_gate_level_1462_in64_out8_gates57.v, 3, 59, 0.05084745762711865
Verilog3/Infected/Inf_gate_level_902_in16_out8_gates13.v, 3, 15, 0.2
Verilog3/Infected/Inf_gate_level_917_in16_out8_gates28.v, 3, 30, 0.1
Verilog3/Infected/Inf_gate_level_18_in2_out2_gates19.v, 3, 21, 0.14285714285714285
Verilog3/Infected/Inf_gate_level_1050_in32_out2_gates19.v, 2, 20, 0.1
Verilog3/Infected/Inf_gate_level_1092_in32_out2_gates61.v, 3, 63, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_26_in2_out2_gates27.v, 3, 29, 0.10344827586206896
Verilog3/Infected/Inf_gate_level_425_in4_out8_gates52.v, 3, 54, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_1009_in16_out32_gates40.v, 3, 42, 0.07142857142857142
Verilog3/Infected/Inf_gate_level_157_in2_out8_gates42.v, 2, 43, 0.046511627906976744
Verilog3/Infected/Inf_gate_level_1296_in64_out2_gates7.v, 3, 9, 0.3333333333333333
Verilog3/Infected/Inf_gate_level_97_in2_out4_gates38.v, 2, 39, 0.05128205128205128
Verilog3/Infected/Inf_gate_level_1054_in32_out2_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_1019_in16_out32_gates50.v, 3, 52, 0.057692307692307696
Verilog3/Infected/Inf_gate_level_763_in8_out32_gates52.v, 3, 54, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_1137_in32_out4_gates46.v, 3, 48, 0.0625
Verilog3/Infected/Inf_gate_level_1058_in32_out2_gates27.v, 2, 28, 0.07142857142857142
Verilog3/Infected/Inf_gate_level_346_in4_out4_gates29.v, 3, 31, 0.0967741935483871
Verilog3/Infected/Inf_gate_level_994_in16_out16_gates57.v, 2, 58, 0.034482758620689655
Verilog3/Infected/Inf_gate_level_1233_in32_out16_gates38.v, 3, 40, 0.075
Verilog3/Infected/Inf_gate_level_702_in8_out16_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_556_in8_out2_gates41.v, 2, 42, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_1168_in32_out8_gates21.v, 2, 22, 0.09090909090909091
Verilog3/Infected/Inf_gate_level_1200_in32_out8_gates53.v, 3, 55, 0.05454545454545454
Verilog3/Infected/Inf_gate_level_1078_in32_out2_gates47.v, 2, 48, 0.041666666666666664
Verilog3/Infected/Inf_gate_level_534_in8_out2_gates19.v, 2, 20, 0.1
Verilog3/Infected/Inf_gate_level_654_in8_out8_gates23.v, 2, 24, 0.08333333333333333
Verilog3/Infected/Inf_gate_level_1013_in16_out32_gates44.v, 2, 45, 0.044444444444444446
Verilog3/Infected/Inf_gate_level_788_in16_out2_gates15.v, 3, 17, 0.17647058823529413
Verilog3/Infected/Inf_gate_level_1356_in64_out4_gates7.v, 3, 9, 0.3333333333333333
Verilog3/Infected/Inf_gate_level_32_in2_out2_gates33.v, 2, 34, 0.058823529411764705
Verilog3/Infected/Inf_gate_level_31_in2_out2_gates32.v, 2, 33, 0.06060606060606061
Verilog3/Infected/Inf_gate_level_148_in2_out8_gates33.v, 3, 35, 0.08571428571428572
Verilog3/Infected/Inf_gate_level_848_in16_out4_gates15.v, 2, 16, 0.125
Verilog3/Infected/Inf_gate_level_50_in2_out2_gates51.v, 2, 52, 0.038461538461538464
Verilog3/Infected/Inf_gate_level_1372_in64_out4_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_1039_in32_out2_gates8.v, 3, 10, 0.3
Verilog3/Infected/Inf_gate_level_48_in2_out2_gates49.v, 2, 50, 0.04
Verilog3/Infected/Inf_gate_level_1375_in64_out4_gates26.v, 3, 28, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_820_in16_out2_gates47.v, 3, 49, 0.061224489795918366
Verilog3/Infected/Inf_gate_level_1413_in64_out8_gates8.v, 2, 9, 0.2222222222222222
Verilog3/Infected/Inf_gate_level_1417_in64_out8_gates12.v, 2, 13, 0.15384615384615385
Verilog3/Infected/Inf_gate_level_1212_in32_out16_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_1123_in32_out4_gates32.v, 5, 35, 0.14285714285714285
Verilog3/Infected/Inf_gate_level_222_in2_out16_gates59.v, 3, 61, 0.04918032786885246
Verilog3/Infected/Inf_gate_level_601_in8_out4_gates26.v, 3, 28, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_1157_in32_out8_gates10.v, 2, 11, 0.18181818181818182
Verilog3/Infected/Inf_gate_level_389_in4_out8_gates16.v, 3, 18, 0.16666666666666666
Verilog3/Infected/Inf_gate_level_30_in2_out2_gates31.v, 2, 32, 0.0625
Verilog3/Infected/Inf_gate_level_1203_in32_out8_gates56.v, 3, 58, 0.05172413793103448
Verilog3/Infected/Inf_gate_level_722_in8_out16_gates43.v, 3, 45, 0.06666666666666667
Verilog3/Infected/Inf_gate_level_1444_in64_out8_gates39.v, 2, 40, 0.05
Verilog3/Infected/Inf_gate_level_132_in2_out8_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_529_in8_out2_gates14.v, 3, 16, 0.1875
Verilog3/Infected/Inf_gate_level_669_in8_out8_gates38.v, 2, 39, 0.05128205128205128
Verilog3/Infected/Inf_gate_level_714_in8_out16_gates35.v, 2, 36, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_1490_in64_out16_gates37.v, 2, 38, 0.05263157894736842
Verilog3/Infected/Inf_gate_level_421_in4_out8_gates48.v, 3, 50, 0.06
Verilog3/Infected/Inf_gate_level_88_in2_out4_gates29.v, 6, 33, 0.18181818181818182
Verilog3/Infected/Inf_gate_level_619_in8_out4_gates44.v, 3, 46, 0.06521739130434782
Verilog3/Infected/Inf_gate_level_579_in8_out4_gates4.v, 2, 5, 0.4
Verilog3/Infected/Inf_gate_level_930_in16_out8_gates41.v, 3, 43, 0.06976744186046512
Verilog3/Infected/Inf_gate_level_180_in2_out16_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_586_in8_out4_gates11.v, 2, 12, 0.16666666666666666
Verilog3/Infected/Inf_gate_level_474_in4_out16_gates53.v, 3, 55, 0.05454545454545454
Verilog3/Infected/Inf_gate_level_1218_in32_out16_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_1266_in32_out32_gates39.v, 3, 41, 0.07317073170731707
Verilog3/Infected/Inf_gate_level_812_in16_out2_gates39.v, 3, 41, 0.07317073170731707
Verilog3/Infected/Inf_gate_level_8_in2_out2_gates9.v, 3, 11, 0.2727272727272727
Verilog3/Infected/Inf_gate_level_894_in16_out4_gates61.v, 3, 63, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_211_in2_out16_gates48.v, 6, 52, 0.11538461538461539
Verilog3/Infected/Inf_gate_level_1379_in64_out4_gates30.v, 3, 32, 0.09375
Verilog3/Infected/Inf_gate_level_91_in2_out4_gates32.v, 3, 34, 0.08823529411764706
Verilog3/Infected/Inf_gate_level_724_in8_out16_gates45.v, 2, 46, 0.043478260869565216
Verilog3/Infected/Inf_gate_level_1_in2_out2_gates2.v, 3, 4, 0.75
Verilog3/Infected/Inf_gate_level_100_in2_out4_gates41.v, 3, 43, 0.06976744186046512
Verilog3/Infected/Inf_gate_level_65_in2_out4_gates6.v, 3, 8, 0.375
Verilog3/Infected/Inf_gate_level_1110_in32_out4_gates19.v, 2, 20, 0.1
Verilog3/Infected/Inf_gate_level_1275_in32_out32_gates48.v, 5, 51, 0.09803921568627451
Verilog3/Infected/Inf_gate_level_861_in16_out4_gates28.v, 3, 30, 0.1
Verilog3/Infected/Inf_gate_level_659_in8_out8_gates28.v, 3, 30, 0.1
Verilog3/Infected/Inf_gate_level_825_in16_out2_gates52.v, 3, 54, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_1122_in32_out4_gates31.v, 2, 32, 0.0625
Verilog3/Infected/Inf_gate_level_309_in4_out2_gates52.v, 2, 53, 0.03773584905660377
Verilog3/Infected/Inf_gate_level_119_in2_out4_gates60.v, 2, 61, 0.03278688524590164
Verilog3/Infected/Inf_gate_level_1411_in64_out4_gates62.v, 3, 64, 0.046875
Verilog3/Infected/Inf_gate_level_20_in2_out2_gates21.v, 3, 23, 0.13043478260869565
Verilog3/Infected/Inf_gate_level_187_in2_out16_gates24.v, 3, 26, 0.11538461538461539
Verilog3/Infected/Inf_gate_level_1294_in64_out2_gates5.v, 3, 7, 0.42857142857142855
Verilog3/Infected/Inf_gate_level_269_in4_out2_gates12.v, 3, 14, 0.21428571428571427
Verilog3/Infected/Inf_gate_level_1004_in16_out32_gates35.v, 2, 36, 0.05555555555555555
Verilog3/Infected/Inf_gate_level_12_in2_out2_gates13.v, 3, 15, 0.2
Verilog3/Infected/Inf_gate_level_301_in4_out2_gates44.v, 3, 46, 0.06521739130434782
Verilog3/Infected/Inf_gate_level_948_in16_out8_gates59.v, 3, 61, 0.04918032786885246
Verilog3/Infected/Inf_gate_level_291_in4_out2_gates34.v, 3, 36, 0.08333333333333333
Verilog3/Infected/Inf_gate_level_310_in4_out2_gates53.v, 3, 55, 0.05454545454545454
Verilog3/Infected/Inf_gate_level_203_in2_out16_gates40.v, 6, 44, 0.13636363636363635
Verilog3/Infected/Inf_gate_level_1381_in64_out4_gates32.v, 3, 34, 0.08823529411764706
Verilog3/Infected/Inf_gate_level_1210_in32_out8_gates63.v, 3, 65, 0.046153846153846156
Verilog3/Infected/Inf_gate_level_361_in4_out4_gates44.v, 2, 45, 0.044444444444444446
Verilog3/Infected/Inf_gate_level_208_in2_out16_gates45.v, 3, 47, 0.06382978723404255
Verilog3/Infected/Inf_gate_level_1049_in32_out2_gates18.v, 2, 19, 0.10526315789473684
Verilog3/Infected/Inf_gate_level_1027_in16_out32_gates58.v, 3, 60, 0.05
Verilog3/Infected/Inf_gate_level_1199_in32_out8_gates52.v, 2, 53, 0.03773584905660377
Verilog3/Infected/Inf_gate_level_1302_in64_out2_gates13.v, 3, 15, 0.2
Verilog3/Infected/Inf_gate_level_1347_in64_out2_gates58.v, 5, 61, 0.08196721311475409
Verilog3/Infected/Inf_gate_level_259_in4_out2_gates2.v, 3, 4, 0.75
Verilog3/Infected/Inf_gate_level_165_in2_out8_gates50.v, 3, 52, 0.057692307692307696
Verilog3/Infected/Inf_gate_level_467_in4_out16_gates46.v, 3, 48, 0.0625
Verilog3/Infected/Inf_gate_level_195_in2_out16_gates32.v, 3, 34, 0.08823529411764706
Verilog3/Infected/Inf_gate_level_1254_in32_out16_gates59.v, 2, 60, 0.03333333333333333
Verilog3/Infected/Inf_gate_level_814_in16_out2_gates41.v, 2, 42, 0.047619047619047616
Verilog3/Infected/Inf_gate_level_655_in8_out8_gates24.v, 2, 25, 0.08
Verilog3/Infected/Inf_gate_level_3_in2_out2_gates4.v, 3, 6, 0.5
Verilog3/Infected/Inf_gate_level_13_in2_out2_gates14.v, 3, 16, 0.1875
Verilog3/Infected/Inf_gate_level_74_in2_out4_gates15.v, 3, 17, 0.17647058823529413
Verilog3/Infected/Inf_gate_level_284_in4_out2_gates27.v, 2, 28, 0.07142857142857142
Verilog3/Infected/Inf_gate_level_575_in8_out2_gates60.v, 3, 62, 0.04838709677419355
Verilog3/Infected/Inf_gate_level_779_in16_out2_gates6.v, 3, 8, 0.375
Verilog3/Infected/Inf_gate_level_1177_in32_out8_gates30.v, 3, 32, 0.09375
Verilog3/Infected/Inf_gate_level_95_in2_out4_gates36.v, 3, 38, 0.07894736842105263
Verilog3/Infected/Inf_gate_level_747_in8_out32_gates36.v, 3, 38, 0.07894736842105263
Verilog3/Infected/Inf_gate_level_190_in2_out16_gates27.v, 2, 28, 0.07142857142857142
Verilog3/Infected/Inf_gate_level_1457_in64_out8_gates52.v, 6, 56, 0.10714285714285714
Verilog3/Infected/Inf_gate_level_17_in2_out2_gates18.v, 6, 22, 0.2727272727272727
Verilog3/Infected/Inf_gate_level_1439_in64_out8_gates34.v, 3, 36, 0.08333333333333333
Verilog3/Infected/Inf_gate_level_176_in2_out8_gates61.v, 2, 62, 0.03225806451612903
Verilog3/Infected/Inf_gate_level_34_in2_out2_gates35.v, 3, 37, 0.08108108108108109
Verilog3/Infected/Inf_gate_level_1264_in32_out32_gates37.v, 3, 39, 0.07692307692307693
Verilog3/Infected/Inf_gate_level_609_in8_out4_gates34.v, 3, 36, 0.08333333333333333
Verilog3/Infected/Inf_gate_level_754_in8_out32_gates43.v, 3, 45, 0.06666666666666667
Verilog3/Infected/Inf_gate_level_231_in2_out32_gates36.v, 2, 37, 0.05405405405405406
Verilog3/Infected/Inf_gate_level_1494_in64_out16_gates41.v, 3, 43, 0.06976744186046512
Verilog3/Infected/Inf_gate_level_893_in16_out4_gates60.v, 3, 62, 0.04838709677419355
Verilog3/Infected/Inf_gate_level_279_in4_out2_gates22.v, 3, 24, 0.125
Verilog3/Infected/Inf_gate_level_660_in8_out8_gates29.v, 2, 30, 0.06666666666666667
Verilog3/Infected/Inf_gate_level_912_in16_out8_gates23.v, 2, 24, 0.08333333333333333
Verilog3/Infected/Inf_gate_level_698_in8_out16_gates19.v, 3, 21, 0.14285714285714285
Verilog3/Infected/Inf_gate_level_1332_in64_out2_gates43.v, 3, 45, 0.06666666666666667
Verilog3/Infected/Inf_gate_level_1164_in32_out8_gates17.v, 3, 19, 0.15789473684210525
Verilog3/Infected/Inf_gate_level_153_in2_out8_gates38.v, 3, 40, 0.075
Verilog3/Infected/Inf_gate_level_1312_in64_out2_gates23.v, 3, 25, 0.12
Verilog3/Infected/Inf_gate_level_1367_in64_out4_gates18.v, 3, 20, 0.15
Verilog3/Infected/Inf_gate_level_418_in4_out8_gates45.v, 2, 46, 0.043478260869565216
Verilog3/Infected/Inf_gate_level_690_in8_out8_gates59.v, 3, 61, 0.04918032786885246
Verilog3/Infected/Inf_gate_level_1240_in32_out16_gates45.v, 3, 47, 0.06382978723404255
Verilog3/Infected/Inf_gate_level_1441_in64_out8_gates36.v, 2, 37, 0.05405405405405406
Verilog3/Infected/Inf_gate_level_749_in8_out32_gates38.v, 5, 41, 0.12195121951219512
Verilog3/Infected/Inf_gate_level_782_in16_out2_gates9.v, 2, 10, 0.2
Verilog3/Infected/Inf_gate_level_1224_in32_out16_gates29.v, 3, 31, 0.0967741935483871
Verilog3/Infected/Inf_gate_level_1285_in32_out32_gates58.v, 3, 60, 0.05
Verilog3/Infected/Inf_gate_level_297_in4_out2_gates40.v, 2, 41, 0.04878048780487805
Verilog3/Infected/Inf_gate_level_649_in8_out8_gates18.v, 3, 20, 0.15
Verilog3/Infected/Inf_gate_level_445_in4_out16_gates24.v, 3, 26, 0.11538461538461539
Verilog3/Infected/Inf_gate_level_885_in16_out4_gates52.v, 5, 55, 0.09090909090909091
